file_name	predicted_label_id	predicted_label	true_label_id	true_label	correct
train_4500.jpg	7	monkey	7	monkey	True
train_4501.jpg	3	cat	1	bird	False
train_4502.jpg	0	airplane	0	airplane	True
train_4503.jpg	3	cat	6	horse	False
train_4504.jpg	2	car	2	car	True
train_4505.jpg	1	bird	1	bird	True
train_4506.jpg	7	monkey	5	dog	False
train_4507.jpg	8	ship	8	ship	True
train_4508.jpg	0	airplane	0	airplane	True
train_4509.jpg	0	airplane	0	airplane	True
train_4510.jpg	7	monkey	7	monkey	True
train_4511.jpg	9	truck	9	truck	True
train_4512.jpg	0	airplane	0	airplane	True
train_4513.jpg	7	monkey	1	bird	False
train_4514.jpg	9	truck	8	ship	False
train_4515.jpg	5	dog	5	dog	True
train_4516.jpg	3	cat	3	cat	True
train_4517.jpg	0	airplane	0	airplane	True
train_4518.jpg	6	horse	6	horse	True
train_4519.jpg	3	cat	4	deer	False
train_4520.jpg	4	deer	4	deer	True
train_4521.jpg	3	cat	3	cat	True
train_4522.jpg	9	truck	9	truck	True
train_4523.jpg	0	airplane	0	airplane	True
train_4524.jpg	7	monkey	5	dog	False
train_4525.jpg	6	horse	6	horse	True
train_4526.jpg	0	airplane	0	airplane	True
train_4527.jpg	3	cat	4	deer	False
train_4528.jpg	7	monkey	5	dog	False
train_4529.jpg	8	ship	0	airplane	False
train_4530.jpg	1	bird	1	bird	True
train_4531.jpg	7	monkey	7	monkey	True
train_4532.jpg	3	cat	3	cat	True
train_4533.jpg	7	monkey	5	dog	False
train_4534.jpg	3	cat	5	dog	False
train_4535.jpg	6	horse	6	horse	True
train_4536.jpg	1	bird	1	bird	True
train_4537.jpg	3	cat	6	horse	False
train_4538.jpg	4	deer	4	deer	True
train_4539.jpg	7	monkey	1	bird	False
train_4540.jpg	4	deer	6	horse	False
train_4541.jpg	7	monkey	3	cat	False
train_4542.jpg	6	horse	6	horse	True
train_4543.jpg	4	deer	4	deer	True
train_4544.jpg	7	monkey	7	monkey	True
train_4545.jpg	7	monkey	1	bird	False
train_4546.jpg	9	truck	2	car	False
train_4547.jpg	7	monkey	6	horse	False
train_4548.jpg	7	monkey	7	monkey	True
train_4549.jpg	1	bird	1	bird	True
train_4550.jpg	4	deer	4	deer	True
train_4551.jpg	1	bird	1	bird	True
train_4552.jpg	0	airplane	0	airplane	True
train_4553.jpg	8	ship	8	ship	True
train_4554.jpg	2	car	9	truck	False
train_4555.jpg	3	cat	8	ship	False
train_4556.jpg	8	ship	8	ship	True
train_4557.jpg	3	cat	1	bird	False
train_4558.jpg	9	truck	9	truck	True
train_4559.jpg	5	dog	5	dog	True
train_4560.jpg	2	car	2	car	True
train_4561.jpg	2	car	2	car	True
train_4562.jpg	3	cat	5	dog	False
train_4563.jpg	1	bird	1	bird	True
train_4564.jpg	0	airplane	0	airplane	True
train_4565.jpg	2	car	2	car	True
train_4566.jpg	9	truck	9	truck	True
train_4567.jpg	0	airplane	0	airplane	True
train_4568.jpg	3	cat	5	dog	False
train_4569.jpg	1	bird	1	bird	True
train_4570.jpg	4	deer	1	bird	False
train_4571.jpg	0	airplane	0	airplane	True
train_4572.jpg	2	car	9	truck	False
train_4573.jpg	0	airplane	0	airplane	True
train_4574.jpg	3	cat	8	ship	False
train_4575.jpg	7	monkey	5	dog	False
train_4576.jpg	2	car	2	car	True
train_4577.jpg	3	cat	3	cat	True
train_4578.jpg	4	deer	4	deer	True
train_4579.jpg	3	cat	3	cat	True
train_4580.jpg	8	ship	8	ship	True
train_4581.jpg	6	horse	6	horse	True
train_4582.jpg	6	horse	6	horse	True
train_4583.jpg	9	truck	9	truck	True
train_4584.jpg	9	truck	9	truck	True
train_4585.jpg	7	monkey	5	dog	False
train_4586.jpg	7	monkey	1	bird	False
train_4587.jpg	4	deer	4	deer	True
train_4588.jpg	8	ship	8	ship	True
train_4589.jpg	3	cat	8	ship	False
train_4590.jpg	9	truck	9	truck	True
train_4591.jpg	2	car	2	car	True
train_4592.jpg	4	deer	4	deer	True
train_4593.jpg	8	ship	9	truck	False
train_4594.jpg	3	cat	3	cat	True
train_4595.jpg	9	truck	9	truck	True
train_4596.jpg	3	cat	8	ship	False
train_4597.jpg	9	truck	9	truck	True
train_4598.jpg	7	monkey	7	monkey	True
train_4599.jpg	1	bird	7	monkey	False
train_4600.jpg	1	bird	1	bird	True
train_4601.jpg	3	cat	4	deer	False
train_4602.jpg	6	horse	6	horse	True
train_4603.jpg	7	monkey	7	monkey	True
train_4604.jpg	1	bird	1	bird	True
train_4605.jpg	3	cat	3	cat	True
train_4606.jpg	8	ship	8	ship	True
train_4607.jpg	9	truck	9	truck	True
train_4608.jpg	3	cat	4	deer	False
train_4609.jpg	2	car	2	car	True
train_4610.jpg	5	dog	5	dog	True
train_4611.jpg	7	monkey	9	truck	False
train_4612.jpg	1	bird	1	bird	True
train_4613.jpg	4	deer	4	deer	True
train_4614.jpg	9	truck	9	truck	True
train_4615.jpg	4	deer	4	deer	True
train_4616.jpg	3	cat	3	cat	True
train_4617.jpg	8	ship	8	ship	True
train_4618.jpg	2	car	2	car	True
train_4619.jpg	3	cat	4	deer	False
train_4620.jpg	7	monkey	6	horse	False
train_4621.jpg	2	car	2	car	True
train_4622.jpg	3	cat	4	deer	False
train_4623.jpg	1	bird	3	cat	False
train_4624.jpg	9	truck	9	truck	True
train_4625.jpg	1	bird	1	bird	True
train_4626.jpg	5	dog	5	dog	True
train_4627.jpg	0	airplane	0	airplane	True
train_4628.jpg	3	cat	2	car	False
train_4629.jpg	8	ship	8	ship	True
train_4630.jpg	8	ship	8	ship	True
train_4631.jpg	3	cat	3	cat	True
train_4632.jpg	0	airplane	0	airplane	True
train_4633.jpg	7	monkey	4	deer	False
train_4634.jpg	7	monkey	4	deer	False
train_4635.jpg	4	deer	4	deer	True
train_4636.jpg	4	deer	4	deer	True
train_4637.jpg	5	dog	5	dog	True
train_4638.jpg	8	ship	8	ship	True
train_4639.jpg	7	monkey	6	horse	False
train_4640.jpg	9	truck	9	truck	True
train_4641.jpg	7	monkey	9	truck	False
train_4642.jpg	7	monkey	7	monkey	True
train_4643.jpg	0	airplane	0	airplane	True
train_4644.jpg	0	airplane	0	airplane	True
train_4645.jpg	9	truck	9	truck	True
train_4646.jpg	0	airplane	9	truck	False
train_4647.jpg	8	ship	8	ship	True
train_4648.jpg	8	ship	8	ship	True
train_4649.jpg	3	cat	5	dog	False
train_4650.jpg	7	monkey	7	monkey	True
train_4651.jpg	1	bird	1	bird	True
train_4652.jpg	0	airplane	0	airplane	True
train_4653.jpg	0	airplane	0	airplane	True
train_4654.jpg	0	airplane	0	airplane	True
train_4655.jpg	7	monkey	7	monkey	True
train_4656.jpg	7	monkey	3	cat	False
train_4657.jpg	3	cat	3	cat	True
train_4658.jpg	9	truck	9	truck	True
train_4659.jpg	5	dog	5	dog	True
train_4660.jpg	2	car	2	car	True
train_4661.jpg	5	dog	5	dog	True
train_4662.jpg	7	monkey	7	monkey	True
train_4663.jpg	8	ship	8	ship	True
train_4664.jpg	1	bird	1	bird	True
train_4665.jpg	3	cat	3	cat	True
train_4666.jpg	7	monkey	5	dog	False
train_4667.jpg	3	cat	3	cat	True
train_4668.jpg	7	monkey	4	deer	False
train_4669.jpg	9	truck	9	truck	True
train_4670.jpg	3	cat	3	cat	True
train_4671.jpg	7	monkey	5	dog	False
train_4672.jpg	8	ship	8	ship	True
train_4673.jpg	7	monkey	7	monkey	True
train_4674.jpg	3	cat	7	monkey	False
train_4675.jpg	3	cat	5	dog	False
train_4676.jpg	7	monkey	1	bird	False
train_4677.jpg	8	ship	8	ship	True
train_4678.jpg	7	monkey	7	monkey	True
train_4679.jpg	3	cat	6	horse	False
train_4680.jpg	7	monkey	1	bird	False
train_4681.jpg	9	truck	9	truck	True
train_4682.jpg	9	truck	9	truck	True
train_4683.jpg	2	car	9	truck	False
train_4684.jpg	4	deer	4	deer	True
train_4685.jpg	3	cat	3	cat	True
train_4686.jpg	4	deer	4	deer	True
train_4687.jpg	0	airplane	0	airplane	True
train_4688.jpg	1	bird	1	bird	True
train_4689.jpg	5	dog	5	dog	True
train_4690.jpg	1	bird	1	bird	True
train_4691.jpg	7	monkey	4	deer	False
train_4692.jpg	2	car	2	car	True
train_4693.jpg	3	cat	8	ship	False
train_4694.jpg	4	deer	4	deer	True
train_4695.jpg	0	airplane	0	airplane	True
train_4696.jpg	2	car	9	truck	False
train_4697.jpg	8	ship	8	ship	True
train_4698.jpg	1	bird	1	bird	True
train_4699.jpg	3	cat	4	deer	False
train_4700.jpg	4	deer	4	deer	True
train_4701.jpg	8	ship	8	ship	True
train_4702.jpg	1	bird	1	bird	True
train_4703.jpg	8	ship	8	ship	True
train_4704.jpg	7	monkey	7	monkey	True
train_4705.jpg	9	truck	9	truck	True
train_4706.jpg	5	dog	5	dog	True
train_4707.jpg	2	car	2	car	True
train_4708.jpg	7	monkey	6	horse	False
train_4709.jpg	1	bird	1	bird	True
train_4710.jpg	1	bird	1	bird	True
train_4711.jpg	4	deer	4	deer	True
train_4712.jpg	3	cat	7	monkey	False
train_4713.jpg	1	bird	1	bird	True
train_4714.jpg	4	deer	5	dog	False
train_4715.jpg	2	car	2	car	True
train_4716.jpg	6	horse	6	horse	True
train_4717.jpg	5	dog	5	dog	True
train_4718.jpg	9	truck	9	truck	True
train_4719.jpg	8	ship	8	ship	True
train_4720.jpg	3	cat	3	cat	True
train_4721.jpg	1	bird	1	bird	True
train_4722.jpg	4	deer	4	deer	True
train_4723.jpg	0	airplane	0	airplane	True
train_4724.jpg	9	truck	9	truck	True
train_4725.jpg	7	monkey	7	monkey	True
train_4726.jpg	7	monkey	6	horse	False
train_4727.jpg	9	truck	9	truck	True
train_4728.jpg	1	bird	1	bird	True
train_4729.jpg	2	car	2	car	True
train_4730.jpg	3	cat	3	cat	True
train_4731.jpg	4	deer	4	deer	True
train_4732.jpg	5	dog	5	dog	True
train_4733.jpg	7	monkey	4	deer	False
train_4734.jpg	2	car	9	truck	False
train_4735.jpg	9	truck	9	truck	True
train_4736.jpg	3	cat	3	cat	True
train_4737.jpg	7	monkey	4	deer	False
train_4738.jpg	3	cat	3	cat	True
train_4739.jpg	2	car	2	car	True
train_4740.jpg	4	deer	6	horse	False
train_4741.jpg	3	cat	4	deer	False
train_4742.jpg	6	horse	6	horse	True
train_4743.jpg	2	car	2	car	True
train_4744.jpg	8	ship	8	ship	True
train_4745.jpg	7	monkey	4	deer	False
train_4746.jpg	9	truck	9	truck	True
train_4747.jpg	0	airplane	0	airplane	True
train_4748.jpg	2	car	2	car	True
train_4749.jpg	4	deer	4	deer	True
train_4750.jpg	2	car	2	car	True
train_4751.jpg	2	car	6	horse	False
train_4752.jpg	8	ship	8	ship	True
train_4753.jpg	0	airplane	0	airplane	True
train_4754.jpg	4	deer	6	horse	False
train_4755.jpg	2	car	2	car	True
train_4756.jpg	7	monkey	7	monkey	True
train_4757.jpg	3	cat	5	dog	False
train_4758.jpg	2	car	2	car	True
train_4759.jpg	3	cat	5	dog	False
train_4760.jpg	0	airplane	0	airplane	True
train_4761.jpg	3	cat	8	ship	False
train_4762.jpg	4	deer	6	horse	False
train_4763.jpg	2	car	2	car	True
train_4764.jpg	7	monkey	1	bird	False
train_4765.jpg	2	car	2	car	True
train_4766.jpg	5	dog	6	horse	False
train_4767.jpg	9	truck	9	truck	True
train_4768.jpg	7	monkey	7	monkey	True
train_4769.jpg	4	deer	4	deer	True
train_4770.jpg	3	cat	4	deer	False
train_4771.jpg	7	monkey	7	monkey	True
train_4772.jpg	9	truck	9	truck	True
train_4773.jpg	1	bird	1	bird	True
train_4774.jpg	4	deer	4	deer	True
train_4775.jpg	3	cat	5	dog	False
train_4776.jpg	3	cat	3	cat	True
train_4777.jpg	7	monkey	7	monkey	True
train_4778.jpg	6	horse	5	dog	False
train_4779.jpg	0	airplane	0	airplane	True
train_4780.jpg	2	car	2	car	True
train_4781.jpg	0	airplane	0	airplane	True
train_4782.jpg	5	dog	5	dog	True
train_4783.jpg	3	cat	3	cat	True
train_4784.jpg	2	car	2	car	True
train_4785.jpg	0	airplane	0	airplane	True
train_4786.jpg	0	airplane	0	airplane	True
train_4787.jpg	5	dog	5	dog	True
train_4788.jpg	8	ship	8	ship	True
train_4789.jpg	2	car	2	car	True
train_4790.jpg	3	cat	5	dog	False
train_4791.jpg	9	truck	9	truck	True
train_4792.jpg	3	cat	4	deer	False
train_4793.jpg	5	dog	5	dog	True
train_4794.jpg	7	monkey	7	monkey	True
train_4795.jpg	2	car	2	car	True
train_4796.jpg	9	truck	9	truck	True
train_4797.jpg	0	airplane	0	airplane	True
train_4798.jpg	7	monkey	5	dog	False
train_4799.jpg	3	cat	9	truck	False
train_4800.jpg	7	monkey	7	monkey	True
train_4801.jpg	3	cat	3	cat	True
train_4802.jpg	3	cat	5	dog	False
